Local Authority Code,Period,Measure Type,Value
E07000095,2018,deaths,794.0
E07000096,2018,deaths,1275.0
E07000098,2018,deaths,968.0
E07000099,2018,deaths,1335.0
E07000102,2018,deaths,825.0
E07000103,2018,deaths,740.0
E07000105,2018,deaths,1146.0
E07000106,2018,deaths,1727.0
E07000107,2018,deaths,926.0
E07000108,2018,deaths,1309.0
E07000109,2018,deaths,927.0
E07000110,2018,deaths,1603.0
E07000111,2018,deaths,1107.0
E07000112,2018,deaths,1345.0
E07000113,2018,deaths,1355.0
E07000114,2018,deaths,1771.0
E07000115,2018,deaths,1124.0
E07000116,2018,deaths,1103.0
E07000117,2018,deaths,951.0
E07000118,2018,deaths,1155.0
E07000119,2018,deaths,1101.0
E07000120,2018,deaths,880.0
E07000121,2018,deaths,1495.0
E07000122,2018,deaths,931.0
E07000123,2018,deaths,1286.0
E07000124,2018,deaths,646.0
E07000125,2018,deaths,677.0
E07000126,2018,deaths,1070.0
E07000127,2018,deaths,1283.0
E07000128,2018,deaths,1593.0
E07000129,2018,deaths,888.0
E07000130,2018,deaths,1525.0
E07000131,2018,deaths,841.0
E07000132,2018,deaths,1106.0
E07000133,2018,deaths,508.0
E07000134,2018,deaths,961.0
E07000135,2018,deaths,578.0
E07000136,2018,deaths,813.0
E07000137,2018,deaths,2010.0
E07000138,2018,deaths,927.0
E07000139,2018,deaths,1297.0
E07000140,2018,deaths,1114.0
E07000141,2018,deaths,1525.0
E07000142,2018,deaths,1091.0
E07000143,2018,deaths,1697.0
E07000144,2018,deaths,1493.0
E07000145,2018,deaths,1264.0
E07000146,2018,deaths,1901.0
E07000147,2018,deaths,1450.0
E07000148,2018,deaths,1164.0
E07000149,2018,deaths,1397.0
E07000150,2018,deaths,600.0
E07000151,2018,deaths,777.0
E07000152,2018,deaths,908.0
E07000153,2018,deaths,900.0
E07000154,2018,deaths,1894.0
E07000155,2018,deaths,816.0
E07000156,2018,deaths,791.0
E07000163,2018,deaths,654.0
E07000164,2018,deaths,964.0
E07000165,2018,deaths,1702.0
E07000166,2018,deaths,506.0
E07000167,2018,deaths,598.0
E07000168,2018,deaths,1520.0
E07000169,2018,deaths,805.0
E07000170,2018,deaths,1275.0
E07000171,2018,deaths,1241.0
E07000172,2018,deaths,1176.0
E07000173,2018,deaths,1236.0
E07000174,2018,deaths,1187.0
E07000175,2018,deaths,1280.0
E07000176,2018,deaths,1092.0
E07000177,2018,deaths,1258.0
E07000178,2018,deaths,962.0
E07000179,2018,deaths,1281.0
E07000180,2018,deaths,1152.0
E07000181,2018,deaths,1076.0
E07000187,2018,deaths,1176.0
E07000188,2018,deaths,1297.0
E07000189,2018,deaths,1969.0
E07000192,2018,deaths,983.0
E07000193,2018,deaths,1138.0
E07000194,2018,deaths,1143.0
E07000195,2018,deaths,1348.0
E07000196,2018,deaths,1294.0
E07000197,2018,deaths,1365.0
E07000198,2018,deaths,1146.0
E07000199,2018,deaths,635.0
E07000200,2018,deaths,980.0
E07000202,2018,deaths,1227.0
E07000203,2018,deaths,1056.0
E07000207,2018,deaths,1170.0
E07000208,2018,deaths,564.0
E07000209,2018,deaths,1109.0
E07000210,2018,deaths,815.0
E07000211,2018,deaths,1364.0
E07000212,2018,deaths,729.0
E07000213,2018,deaths,852.0
E07000214,2018,deaths,804.0
E07000215,2018,deaths,815.0
E07000216,2018,deaths,1231.0
E07000217,2018,deaths,730.0
E07000218,2018,deaths,711.0
E07000219,2018,deaths,1348.0
E07000220,2018,deaths,1000.0
E07000221,2018,deaths,1440.0
E07000222,2018,deaths,1276.0
E07000223,2018,deaths,725.0
E07000224,2018,deaths,2270.0
E07000225,2018,deaths,1534.0
E07000226,2018,deaths,780.0
E07000227,2018,deaths,1347.0
E07000228,2018,deaths,1395.0
E07000229,2018,deaths,1438.0
E07000234,2018,deaths,1112.0
E07000235,2018,deaths,1021.0
E07000236,2018,deaths,730.0
E07000237,2018,deaths,970.0
E07000238,2018,deaths,1318.0
E07000239,2018,deaths,1217.0
E07000240,2018,deaths,1156.0
E07000241,2018,deaths,1036.0
E07000242,2018,deaths,1198.0
E07000243,2018,deaths,770.0
E07000244,2018,deaths,3148.0
E07000245,2018,deaths,1685.0
E07000246,2018,deaths,1915.0
E08000001,2018,deaths,2637.0
E08000002,2018,deaths,1772.0
E08000003,2018,deaths,3462.0
E08000004,2018,deaths,2108.0
E08000005,2018,deaths,2112.0
E08000006,2018,deaths,2234.0
E08000007,2018,deaths,2896.0
E08000008,2018,deaths,2522.0
E08000009,2018,deaths,2065.0
E08000010,2018,deaths,3370.0
E08000011,2018,deaths,1632.0
E08000012,2018,deaths,4632.0
E08000013,2018,deaths,2033.0
E08000014,2018,deaths,3346.0
E08000015,2018,deaths,3753.0
E08000016,2018,deaths,2574.0
E08000017,2018,deaths,3238.0
E08000018,2018,deaths,2689.0
E08000019,2018,deaths,5100.0
E08000021,2018,deaths,2588.0
E08000022,2018,deaths,2292.0
E08000023,2018,deaths,1853.0
E08000024,2018,deaths,3010.0
E08000025,2018,deaths,8623.0
E08000026,2018,deaths,2895.0
E08000027,2018,deaths,3344.0
E08000028,2018,deaths,3080.0
E08000029,2018,deaths,2108.0
E08000030,2018,deaths,2908.0
E08000031,2018,deaths,2756.0
E08000032,2018,deaths,4643.0
E08000033,2018,deaths,2079.0
E08000034,2018,deaths,4011.0
E08000035,2018,deaths,7000.0
E08000036,2018,deaths,3435.0
E08000037,2018,deaths,2312.0
E09000001,2018,deaths,36.0
E09000002,2018,deaths,1273.0
E09000003,2018,deaths,2381.0
E09000004,2018,deaths,2125.0
E09000005,2018,deaths,1793.0
E09000006,2018,deaths,2708.0
E09000007,2018,deaths,1180.0
E09000008,2018,deaths,2564.0
E09000009,2018,deaths,1969.0
E09000010,2018,deaths,2056.0
E09000011,2018,deaths,1581.0
E09000012,2018,deaths,1013.0
E09000013,2018,deaths,966.0
E09000014,2018,deaths,1223.0
E09000015,2018,deaths,1584.0
E09000016,2018,deaths,2476.0
E09000017,2018,deaths,2086.0
E09000018,2018,deaths,1518.0
E09000019,2018,deaths,1172.0
E09000020,2018,deaths,786.0
E09000021,2018,deaths,1108.0
E09000022,2018,deaths,1420.0
E09000023,2018,deaths,1632.0
E09000024,2018,deaths,1287.0
E09000025,2018,deaths,1425.0
E09000026,2018,deaths,1771.0
E09000027,2018,deaths,1209.0
E09000028,2018,deaths,1365.0
E09000029,2018,deaths,1545.0
E09000030,2018,deaths,1114.0
E09000031,2018,deaths,1367.0
E09000032,2018,deaths,1546.0
E09000033,2018,deaths,1141.0
N09000001,2018,deaths,1242.0
N09000002,2018,deaths,1721.0
N09000003,2018,deaths,3201.0
N09000004,2018,deaths,1244.0
N09000005,2018,deaths,1239.0
N09000006,2018,deaths,968.0
N09000007,2018,deaths,1230.0
N09000008,2018,deaths,1391.0
N09000009,2018,deaths,1092.0
N09000010,2018,deaths,1387.0
N09000011,2018,deaths,1650.0
S12000005,2018,deaths,566.0
S12000006,2018,deaths,2047.0
S12000008,2018,deaths,1529.0
S12000010,2018,deaths,1180.0
S12000011,2018,deaths,968.0
S12000013,2018,deaths,353.0
S12000014,2018,deaths,1742.0
S12000017,2018,deaths,2624.0
S12000018,2018,deaths,1080.0
S12000019,2018,deaths,915.0
S12000020,2018,deaths,1032.0
S12000021,2018,deaths,1781.0
S12000023,2018,deaths,249.0
S12000026,2018,deaths,1423.0
S12000027,2018,deaths,225.0
S12000028,2018,deaths,1555.0
S12000029,2018,deaths,3657.0
S12000030,2018,deaths,925.0
S12000033,2018,deaths,2270.0
S12000034,2018,deaths,2518.0
S12000035,2018,deaths,1133.0
S12000036,2018,deaths,4518.0
S12000038,2018,deaths,2147.0
S12000039,2018,deaths,1123.0
S12000040,2018,deaths,1661.0
S12000041,2018,deaths,1415.0
S12000042,2018,deaths,1791.0
S12000045,2018,deaths,1154.0
S12000047,2018,deaths,4178.0
S12000048,2018,deaths,1750.0
S12000049,2018,deaths,6559.0
S12000050,2018,deaths,3843.0
W06000001,2018,deaths,888.0
W06000002,2018,deaths,1407.0
W06000003,2018,deaths,1581.0
W06000004,2018,deaths,1232.0
W06000005,2018,deaths,1518.0
W06000006,2018,deaths,1452.0
W06000008,2018,deaths,800.0
W06000009,2018,deaths,1518.0
W06000010,2018,deaths,2453.0
W06000011,2018,deaths,2652.0
W06000012,2018,deaths,1720.0
W06000013,2018,deaths,1670.0
W06000014,2018,deaths,1362.0
W06000015,2018,deaths,2990.0
W06000016,2018,deaths,2618.0
W06000018,2018,deaths,1847.0
W06000019,2018,deaths,901.0
W06000020,2018,deaths,1045.0
W06000021,2018,deaths,1017.0
W06000022,2018,deaths,1543.0
W06000023,2018,deaths,1617.0
W06000024,2018,deaths,645.0
E06000001,2019,deaths,995.0
E06000002,2019,deaths,1406.0
E06000003,2019,deaths,1539.0
E06000004,2019,deaths,1883.0
E06000005,2019,deaths,1177.0
E06000006,2019,deaths,1180.0
E06000007,2019,deaths,1959.0
E06000008,2019,deaths,1261.0
E06000009,2019,deaths,1800.0
E06000010,2019,deaths,2522.0
E06000011,2019,deaths,3715.0
E06000012,2019,deaths,1728.0
E06000013,2019,deaths,1853.0
E06000014,2019,deaths,1826.0
E06000015,2019,deaths,2366.0
E06000016,2019,deaths,2477.0
E06000017,2019,deaths,372.0
E06000018,2019,deaths,2264.0
E06000019,2019,deaths,2077.0
E06000020,2019,deaths,1507.0
E06000021,2019,deaths,2555.0
E06000022,2019,deaths,1641.0
E06000023,2019,deaths,3373.0
E06000024,2019,deaths,2232.0
E06000025,2019,deaths,2150.0
E06000026,2019,deaths,2552.0
E06000027,2019,deaths,1745.0
E06000030,2019,deaths,1705.0
E06000031,2019,deaths,1584.0
E06000032,2019,deaths,1415.0
E06000033,2019,deaths,1846.0
E06000034,2019,deaths,1164.0
E06000035,2019,deaths,2317.0
E06000036,2019,deaths,757.0
E06000037,2019,deaths,1166.0
E06000038,2019,deaths,1066.0
E06000039,2019,deaths,806.0
E06000040,2019,deaths,1308.0
E06000041,2019,deaths,1140.0
E06000042,2019,deaths,1811.0
E06000043,2019,deaths,2133.0
E06000044,2019,deaths,1758.0
E06000045,2019,deaths,1830.0
E06000046,2019,deaths,1765.0
E06000047,2019,deaths,5428.0
E06000049,2019,deaths,3919.0
E06000050,2019,deaths,3449.0
E06000051,2019,deaths,3413.0
E06000052,2019,deaths,6200.0
E06000053,2019,deaths,15.0
E06000054,2019,deaths,4466.0
E06000055,2019,deaths,1489.0
E06000056,2019,deaths,2166.0
E06000057,2019,deaths,3519.0
E06000058,2019,deaths,4066.0
E06000059,2019,deaths,4447.0
E06000060,2019,deaths,4223.0
E07000008,2019,deaths,811.0
E07000009,2019,deaths,717.0
E07000010,2019,deaths,1152.0
E07000011,2019,deaths,1470.0
E07000012,2019,deaths,1176.0
E07000026,2019,deaths,1073.0
E07000027,2019,deaths,742.0
E07000028,2019,deaths,1129.0
E07000029,2019,deaths,746.0
E07000030,2019,deaths,511.0
E07000031,2019,deaths,1156.0
E07000032,2019,deaths,1269.0
E07000033,2019,deaths,830.0
E07000034,2019,deaths,1154.0
E07000035,2019,deaths,788.0
E07000036,2019,deaths,1134.0
E07000037,2019,deaths,930.0
E07000038,2019,deaths,1173.0
E07000039,2019,deaths,885.0
E07000040,2019,deaths,1837.0
E07000041,2019,deaths,1091.0
E07000042,2019,deaths,792.0
E07000043,2019,deaths,1121.0
E07000044,2019,deaths,917.0
E07000045,2019,deaths,1549.0
E07000046,2019,deaths,859.0
E07000047,2019,deaths,633.0
E07000061,2019,deaths,1300.0
E07000062,2019,deaths,953.0
E07000063,2019,deaths,1149.0
E07000064,2019,deaths,1358.0
E07000065,2019,deaths,1712.0
E07000066,2019,deaths,1549.0
E07000067,2019,deaths,1521.0
E07000068,2019,deaths,694.0
E07000069,2019,deaths,1069.0
E07000070,2019,deaths,1545.0
E07000071,2019,deaths,1590.0
E07000072,2019,deaths,1212.0
E07000073,2019,deaths,757.0
E07000074,2019,deaths,681.0
E07000075,2019,deaths,792.0
E07000076,2019,deaths,2138.0
E07000077,2019,deaths,692.0
E07000078,2019,deaths,1151.0
E07000079,2019,deaths,900.0
E07000080,2019,deaths,912.0
E07000081,2019,deaths,1165.0
E07000082,2019,deaths,1193.0
E07000083,2019,deaths,880.0
E07000084,2019,deaths,1335.0
E07000085,2019,deaths,1210.0
E07000086,2019,deaths,1123.0
E07000087,2019,deaths,1169.0
E07000088,2019,deaths,840.0
E07000089,2019,deaths,738.0
E07000090,2019,deaths,1314.0
E07000091,2019,deaths,2132.0
E07000092,2019,deaths,673.0
E07000093,2019,deaths,1163.0
E07000094,2019,deaths,1081.0
E07000095,2019,deaths,804.0
E07000096,2019,deaths,1233.0
E07000098,2019,deaths,919.0
E07000099,2019,deaths,1237.0
E07000102,2019,deaths,798.0
E07000103,2019,deaths,716.0
E07000105,2019,deaths,1216.0
E07000106,2019,deaths,1638.0
E07000107,2019,deaths,880.0
E07000108,2019,deaths,1271.0
E07000109,2019,deaths,913.0
E07000110,2019,deaths,1531.0
E07000111,2019,deaths,1127.0
E07000112,2019,deaths,1339.0
E07000113,2019,deaths,1362.0
E07000114,2019,deaths,1651.0
E07000115,2019,deaths,1099.0
E07000116,2019,deaths,1063.0
E07000117,2019,deaths,917.0
E07000118,2019,deaths,1092.0
E07000119,2019,deaths,1045.0
E07000120,2019,deaths,831.0
E07000121,2019,deaths,1484.0
E07000122,2019,deaths,853.0
E07000123,2019,deaths,1201.0
E07000124,2019,deaths,603.0
E07000125,2019,deaths,695.0
E07000126,2019,deaths,1021.0
E07000127,2019,deaths,1193.0
E07000128,2019,deaths,1529.0
E07000129,2019,deaths,837.0
E07000130,2019,deaths,1459.0
E07000131,2019,deaths,824.0
E07000132,2019,deaths,1057.0
E07000133,2019,deaths,467.0
E07000134,2019,deaths,861.0
E07000135,2019,deaths,607.0
E07000136,2019,deaths,743.0
E07000137,2019,deaths,1993.0
E07000138,2019,deaths,927.0
E07000139,2019,deaths,1246.0
E07000140,2019,deaths,1036.0
E07000141,2019,deaths,1404.0
E07000142,2019,deaths,1023.0
E07000143,2019,deaths,1587.0
E07000144,2019,deaths,1412.0
E07000145,2019,deaths,1179.0
E07000146,2019,deaths,1800.0
E07000147,2019,deaths,1415.0
E07000148,2019,deaths,1114.0
E07000149,2019,deaths,1373.0
E07000150,2019,deaths,577.0
E07000151,2019,deaths,708.0
E07000152,2019,deaths,847.0
E07000153,2019,deaths,920.0
E07000154,2019,deaths,1695.0
E07000155,2019,deaths,723.0
E07000156,2019,deaths,699.0
E07000163,2019,deaths,624.0
E07000164,2019,deaths,930.0
E07000165,2019,deaths,1622.0
E07000166,2019,deaths,483.0
E07000167,2019,deaths,529.0
E07000168,2019,deaths,1306.0
E07000169,2019,deaths,782.0
E07000170,2019,deaths,1257.0
E07000171,2019,deaths,1213.0
E07000172,2019,deaths,1159.0
E07000173,2019,deaths,1148.0
E07000174,2019,deaths,1074.0
E07000175,2019,deaths,1215.0
E07000176,2019,deaths,1076.0
E07000177,2019,deaths,1218.0
E07000178,2019,deaths,907.0
E07000179,2019,deaths,1206.0
E07000180,2019,deaths,1108.0
E07000181,2019,deaths,1010.0
E07000187,2019,deaths,1128.0
E07000188,2019,deaths,1301.0
E07000189,2019,deaths,1805.0
E07000192,2019,deaths,948.0
E07000193,2019,deaths,1092.0
E07000194,2019,deaths,1044.0
E07000195,2019,deaths,1235.0
E07000196,2019,deaths,1175.0
E07000197,2019,deaths,1248.0
E07000198,2019,deaths,1059.0
E07000199,2019,deaths,682.0
E07000200,2019,deaths,981.0
E07000202,2019,deaths,1143.0
E07000203,2019,deaths,1012.0
E07000207,2019,deaths,1093.0
E07000208,2019,deaths,572.0
E07000209,2019,deaths,1044.0
E07000210,2019,deaths,822.0
E07000211,2019,deaths,1308.0
E07000212,2019,deaths,677.0
E07000213,2019,deaths,887.0
E07000214,2019,deaths,751.0
E07000215,2019,deaths,847.0
E07000216,2019,deaths,1129.0
E07000217,2019,deaths,734.0
E07000218,2019,deaths,691.0
E07000219,2019,deaths,1311.0
E07000220,2019,deaths,939.0
E07000221,2019,deaths,1316.0
E07000222,2019,deaths,1158.0
E07000223,2019,deaths,677.0
E07000224,2019,deaths,2170.0
E07000225,2019,deaths,1382.0
E07000226,2019,deaths,748.0
E07000227,2019,deaths,1298.0
E07000228,2019,deaths,1343.0
E07000229,2019,deaths,1291.0
E07000234,2019,deaths,1034.0
E07000235,2019,deaths,1033.0
E07000236,2019,deaths,701.0
E07000237,2019,deaths,858.0
E07000238,2019,deaths,1266.0
E07000239,2019,deaths,1140.0
E07000240,2019,deaths,1052.0
E07000241,2019,deaths,895.0
E07000242,2019,deaths,1192.0
E07000243,2019,deaths,714.0
E07000244,2019,deaths,3008.0
E07000245,2019,deaths,1620.0
E07000246,2019,deaths,1766.0
E08000001,2019,deaths,2574.0
E08000002,2019,deaths,1705.0
E08000003,2019,deaths,3344.0
E08000004,2019,deaths,2118.0
E08000005,2019,deaths,1915.0
E08000006,2019,deaths,2131.0
E08000007,2019,deaths,2769.0
E08000008,2019,deaths,2240.0
E08000009,2019,deaths,1939.0
E08000010,2019,deaths,3172.0
E08000011,2019,deaths,1579.0
E08000012,2019,deaths,4490.0
E08000013,2019,deaths,1937.0
E08000014,2019,deaths,3169.0
E08000015,2019,deaths,3642.0
E08000016,2019,deaths,2583.0
E08000017,2019,deaths,3156.0
E08000018,2019,deaths,2789.0
E08000019,2019,deaths,5025.0
E08000021,2019,deaths,2435.0
E08000022,2019,deaths,2210.0
E08000023,2019,deaths,1700.0
E08000024,2019,deaths,2980.0
E08000025,2019,deaths,8227.0
E08000026,2019,deaths,2815.0
E08000027,2019,deaths,3239.0
E08000028,2019,deaths,2977.0
E08000029,2019,deaths,1965.0
E08000030,2019,deaths,2611.0
E08000031,2019,deaths,2579.0
E08000032,2019,deaths,4431.0
E08000033,2019,deaths,1875.0
E08000034,2019,deaths,3848.0
E08000035,2019,deaths,6775.0
E08000036,2019,deaths,3525.0
E08000037,2019,deaths,2081.0
E09000001,2019,deaths,38.0
E09000002,2019,deaths,1238.0
E09000003,2019,deaths,2349.0
E09000004,2019,deaths,2019.0
E09000005,2019,deaths,1697.0
E09000006,2019,deaths,2593.0
E09000007,2019,deaths,1082.0
E09000008,2019,deaths,2484.0
E09000009,2019,deaths,1976.0
E09000010,2019,deaths,2033.0
E09000011,2019,deaths,1512.0
E09000012,2019,deaths,1102.0
E09000013,2019,deaths,919.0
E09000014,2019,deaths,1232.0
E09000015,2019,deaths,1449.0
E09000016,2019,deaths,2275.0
E09000017,2019,deaths,1998.0
E09000018,2019,deaths,1483.0
E09000019,2019,deaths,1035.0
E09000020,2019,deaths,802.0
E09000021,2019,deaths,1076.0
E09000022,2019,deaths,1459.0
E09000023,2019,deaths,1545.0
E09000024,2019,deaths,1198.0
E09000025,2019,deaths,1312.0
E09000026,2019,deaths,1665.0
E09000027,2019,deaths,1192.0
E09000028,2019,deaths,1378.0
E09000029,2019,deaths,1497.0
E09000030,2019,deaths,1004.0
E09000031,2019,deaths,1397.0
E09000032,2019,deaths,1468.0
E09000033,2019,deaths,1052.0
N09000001,2019,deaths,1134.0
N09000002,2019,deaths,1536.0
N09000003,2019,deaths,3132.0
N09000004,2019,deaths,1211.0
N09000005,2019,deaths,1190.0
N09000006,2019,deaths,926.0
N09000007,2019,deaths,1118.0
N09000008,2019,deaths,1254.0
N09000009,2019,deaths,1018.0
N09000010,2019,deaths,1350.0
N09000011,2019,deaths,1480.0
S12000005,2019,deaths,534.0
S12000006,2019,deaths,1839.0
S12000008,2019,deaths,1452.0
S12000010,2019,deaths,985.0
S12000011,2019,deaths,870.0
S12000013,2019,deaths,341.0
S12000014,2019,deaths,1703.0
S12000017,2019,deaths,2599.0
S12000018,2019,deaths,1071.0
S12000019,2019,deaths,891.0
S12000020,2019,deaths,1054.0
S12000021,2019,deaths,1669.0
S12000023,2019,deaths,243.0
S12000026,2019,deaths,1301.0
S12000027,2019,deaths,179.0
S12000028,2019,deaths,1397.0
S12000029,2019,deaths,3421.0
S12000030,2019,deaths,967.0
S12000033,2019,deaths,2017.0
S12000034,2019,deaths,2438.0
S12000035,2019,deaths,1074.0
S12000036,2019,deaths,4212.0
S12000038,2019,deaths,1914.0
S12000039,2019,deaths,1033.0
S12000040,2019,deaths,1598.0
S12000041,2019,deaths,1343.0
S12000042,2019,deaths,1667.0
S12000045,2019,deaths,1066.0
S12000047,2019,deaths,4004.0
S12000048,2019,deaths,1623.0
S12000049,2019,deaths,6230.0
S12000050,2019,deaths,3474.0
W06000001,2019,deaths,814.0
W06000002,2019,deaths,1419.0
W06000003,2019,deaths,1548.0
W06000004,2019,deaths,1195.0
W06000005,2019,deaths,1529.0
W06000006,2019,deaths,1432.0
W06000008,2019,deaths,821.0
W06000009,2019,deaths,1470.0
W06000010,2019,deaths,2202.0
W06000011,2019,deaths,2476.0
W06000012,2019,deaths,1572.0
W06000013,2019,deaths,1607.0
W06000014,2019,deaths,1269.0
W06000015,2019,deaths,2779.0
W06000016,2019,deaths,2519.0
W06000018,2019,deaths,1792.0
W06000019,2019,deaths,773.0
W06000020,2019,deaths,981.0
W06000021,2019,deaths,996.0
W06000022,2019,deaths,1422.0
W06000023,2019,deaths,1639.0
W06000024,2019,deaths,645.0
E06000001,2020,deaths,1134.0
E06000002,2020,deaths,1735.0
E06000003,2020,deaths,1750.0
E06000004,2020,deaths,2033.0
E06000005,2020,deaths,1307.0
E06000006,2020,deaths,1394.0
E06000007,2020,deaths,2204.0
E06000008,2020,deaths,1434.0
E06000009,2020,deaths,2041.0
E06000010,2020,deaths,2734.0
E06000011,2020,deaths,4349.0
E06000012,2020,deaths,1702.0
E06000013,2020,deaths,1807.0
E06000014,2020,deaths,2058.0
E06000015,2020,deaths,2693.0
E06000016,2020,deaths,2864.0
E06000017,2020,deaths,414.0
E06000018,2020,deaths,2609.0
E06000019,2020,deaths,2267.0
E06000020,2020,deaths,1717.0
E06000021,2020,deaths,2783.0
E06000022,2020,deaths,1789.0
E06000023,2020,deaths,3539.0
E06000024,2020,deaths,2498.0
E06000025,2020,deaths,2469.0
E06000026,2020,deaths,2569.0
E06000027,2020,deaths,1814.0
E06000030,2020,deaths,1965.0
E06000031,2020,deaths,1694.0
E06000032,2020,deaths,1664.0
E06000033,2020,deaths,2089.0
E06000034,2020,deaths,1487.0
E06000035,2020,deaths,2391.0
E06000036,2020,deaths,804.0
E06000037,2020,deaths,1377.0
E06000038,2020,deaths,1291.0
E06000039,2020,deaths,950.0
E06000040,2020,deaths,1485.0
E06000041,2020,deaths,1394.0
E06000042,2020,deaths,2026.0
E06000043,2020,deaths,2228.0
E06000044,2020,deaths,1752.0
E06000045,2020,deaths,1969.0
E06000046,2020,deaths,1872.0
E06000047,2020,deaths,6572.0
E06000049,2020,deaths,4605.0
E06000050,2020,deaths,3862.0
E06000051,2020,deaths,3882.0
E06000052,2020,deaths,6437.0
E06000053,2020,deaths,17.0
E06000054,2020,deaths,5153.0
E06000055,2020,deaths,1685.0
E06000056,2020,deaths,2545.0
E06000057,2020,deaths,3926.0
E06000058,2020,deaths,4422.0
E06000059,2020,deaths,4824.0
E06000060,2020,deaths,4889.0
E07000008,2020,deaths,838.0
E07000009,2020,deaths,848.0
E07000010,2020,deaths,1357.0
E07000011,2020,deaths,1670.0
E07000012,2020,deaths,1259.0
E07000026,2020,deaths,1261.0
E07000027,2020,deaths,857.0
E07000028,2020,deaths,1399.0
E07000029,2020,deaths,832.0
E07000030,2020,deaths,582.0
E07000031,2020,deaths,1509.0
E07000032,2020,deaths,1419.0
E07000033,2020,deaths,893.0
E07000034,2020,deaths,1244.0
E07000035,2020,deaths,863.0
E07000036,2020,deaths,1297.0
E07000037,2020,deaths,999.0
E07000038,2020,deaths,1306.0
E07000039,2020,deaths,1002.0
E07000040,2020,deaths,1905.0
E07000041,2020,deaths,1099.0
E07000042,2020,deaths,817.0
E07000043,2020,deaths,1087.0
E07000044,2020,deaths,952.0
E07000045,2020,deaths,1580.0
E07000046,2020,deaths,851.0
E07000047,2020,deaths,693.0
E07000061,2020,deaths,1345.0
E07000062,2020,deaths,1031.0
E07000063,2020,deaths,1307.0
E07000064,2020,deaths,1393.0
E07000065,2020,deaths,1910.0
E07000066,2020,deaths,1809.0
E07000067,2020,deaths,1619.0
E07000068,2020,deaths,844.0
E07000069,2020,deaths,1140.0
E07000070,2020,deaths,1698.0
E07000071,2020,deaths,1607.0
E07000072,2020,deaths,1555.0
E07000073,2020,deaths,827.0
E07000074,2020,deaths,746.0
E07000075,2020,deaths,940.0
E07000076,2020,deaths,2350.0
E07000077,2020,deaths,796.0
E07000078,2020,deaths,1268.0
E07000079,2020,deaths,1048.0
E07000080,2020,deaths,935.0
E07000081,2020,deaths,1302.0
E07000082,2020,deaths,1331.0
E07000083,2020,deaths,979.0
E07000084,2020,deaths,1576.0
E07000085,2020,deaths,1281.0
E07000086,2020,deaths,1181.0
E07000087,2020,deaths,1252.0
E07000088,2020,deaths,953.0
E07000089,2020,deaths,769.0
E07000090,2020,deaths,1479.0
E07000091,2020,deaths,2353.0
E07000092,2020,deaths,740.0
E07000093,2020,deaths,1306.0
E07000094,2020,deaths,1229.0
E07000095,2020,deaths,897.0
E07000096,2020,deaths,1447.0
E07000098,2020,deaths,1174.0
E07000099,2020,deaths,1324.0
E07000102,2020,deaths,880.0
E07000103,2020,deaths,847.0
E07000105,2020,deaths,1254.0
E07000106,2020,deaths,1759.0
E07000107,2020,deaths,991.0
E07000108,2020,deaths,1392.0
E07000109,2020,deaths,1062.0
E07000110,2020,deaths,1617.0
E07000111,2020,deaths,1250.0
E07000112,2020,deaths,1430.0
E07000113,2020,deaths,1515.0
E07000114,2020,deaths,1954.0
E07000115,2020,deaths,1129.0
E07000116,2020,deaths,1155.0
E07000117,2020,deaths,1032.0
E07000118,2020,deaths,1338.0
E07000119,2020,deaths,1209.0
E07000120,2020,deaths,901.0
E07000121,2020,deaths,1523.0
E07000122,2020,deaths,968.0
E07000123,2020,deaths,1445.0
E07000124,2020,deaths,664.0
E07000125,2020,deaths,781.0
E07000126,2020,deaths,1104.0
E07000127,2020,deaths,1415.0
E07000128,2020,deaths,1645.0
E07000129,2020,deaths,930.0
E07000130,2020,deaths,1689.0
E07000131,2020,deaths,953.0
E07000132,2020,deaths,1232.0
E07000133,2020,deaths,517.0
E07000134,2020,deaths,1045.0
E07000135,2020,deaths,673.0
E07000136,2020,deaths,806.0
E07000137,2020,deaths,2123.0
E07000138,2020,deaths,957.0
E07000139,2020,deaths,1342.0
E07000140,2020,deaths,1169.0
E07000141,2020,deaths,1497.0
E07000142,2020,deaths,1056.0
E07000143,2020,deaths,1711.0
E07000144,2020,deaths,1527.0
E07000145,2020,deaths,1222.0
E07000146,2020,deaths,1988.0
E07000147,2020,deaths,1516.0
E07000148,2020,deaths,1219.0
E07000149,2020,deaths,1473.0
E07000150,2020,deaths,627.0
E07000151,2020,deaths,836.0
E07000152,2020,deaths,1014.0
E07000153,2020,deaths,1039.0
E07000154,2020,deaths,2227.0
E07000155,2020,deaths,801.0
E07000156,2020,deaths,817.0
E07000163,2020,deaths,738.0
E07000164,2020,deaths,1099.0
E07000165,2020,deaths,1888.0
E07000166,2020,deaths,573.0
E07000167,2020,deaths,628.0
E07000168,2020,deaths,1574.0
E07000169,2020,deaths,845.0
E07000170,2020,deaths,1412.0
E07000171,2020,deaths,1346.0
E07000172,2020,deaths,1240.0
E07000173,2020,deaths,1267.0
E07000174,2020,deaths,1274.0
E07000175,2020,deaths,1327.0
E07000176,2020,deaths,1169.0
E07000177,2020,deaths,1410.0
E07000178,2020,deaths,1011.0
E07000179,2020,deaths,1364.0
E07000180,2020,deaths,1234.0
